home_team,away_team,correct_score,1N2_1,1N2_N,1N2_2,matchdate,period,location,season,competition,home_score,away_score,bet_won,target,odd_win,best_odd_won
Lorient,Strasbourg,0:0,3.48,3.18,2.23,2022-03-20,2022-03,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.18,False
Marseille,Nice,2:1,1.92,3.5,4.13,2022-03-20,2022-03,france,2022,ligue-1-2021,2.0,1.0,1,0.0,1.92,True
Monaco,Paris SG,3:0,3.63,3.71,1.98,2022-03-20,2022-03,france,2022,ligue-1-2021,3.0,0.0,1,0.0,3.63,False
Reims,Lyon,0:0,4.19,3.59,1.88,2022-03-20,2022-03,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.59,False
Rennes,Metz,6:1,1.26,5.78,12.15,2022-03-20,2022-03,france,2022,ligue-1-2021,6.0,1.0,1,0.0,1.26,True
Lens,Clermont,3:1,1.76,3.68,4.78,2022-03-19,2022-03,france,2022,ligue-1-2021,3.0,1.0,1,0.0,1.76,True
Nantes,Lille,0:1,2.66,3.03,2.89,2022-03-19,2022-03,france,2022,ligue-1-2021,0.0,1.0,2,2.0,2.89,False
St Etienne,Troyes,1:1,1.9,3.34,4.41,2022-03-18,2022-03,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.34,False
Angers,Reims,0:1,2.38,2.9,3.51,2022-03-13,2022-03,france,2022,ligue-1-2021,0.0,1.0,2,2.0,3.51,False
Brest,Marseille,1:4,3.83,3.47,1.98,2022-03-13,2022-03,france,2022,ligue-1-2021,1.0,4.0,2,2.0,1.98,True
Clermont,Lorient,0:2,2.23,3.11,3.58,2022-03-13,2022-03,france,2022,ligue-1-2021,0.0,2.0,2,2.0,3.58,False
Lyon,Rennes,2:4,2.01,3.61,3.59,2022-03-13,2022-03,france,2022,ligue-1-2021,2.0,4.0,2,2.0,3.59,False
Metz,Lens,0:0,4.9,3.77,1.72,2022-03-13,2022-03,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.77,False
Paris SG,Bordeaux,3:0,1.12,9.58,18.11,2022-03-13,2022-03,france,2022,ligue-1-2021,3.0,0.0,1,0.0,1.12,True
Strasbourg,Monaco,1:0,2.7,3.11,2.78,2022-03-13,2022-03,france,2022,ligue-1-2021,1.0,0.0,1,0.0,2.7,True
Montpellier,Nice,0:0,3.28,3.41,2.21,2022-03-12,2022-03,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.41,False
Troyes,Nantes,1:0,3.02,3.12,2.51,2022-03-12,2022-03,france,2022,ligue-1-2021,1.0,0.0,1,0.0,3.02,False
Lille,St Etienne,0:0,1.69,3.67,5.35,2022-03-11,2022-03,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.67,False
Bordeaux,Troyes,0:2,2.03,3.34,3.89,2022-03-06,2022-03,france,2022,ligue-1-2021,0.0,2.0,2,2.0,3.89,False
Lille,Clermont,4:0,1.67,3.61,5.77,2022-03-06,2022-03,france,2022,ligue-1-2021,4.0,0.0,1,0.0,1.67,True
Marseille,Monaco,0:1,2.55,3.27,2.83,2022-03-06,2022-03,france,2022,ligue-1-2021,0.0,1.0,2,2.0,2.83,False
Nantes,Montpellier,2:0,1.98,3.32,4.06,2022-03-06,2022-03,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.98,True
Reims,Strasbourg,1:1,3.8,2.98,2.2,2022-03-06,2022-03,france,2022,ligue-1-2021,1.0,1.0,N,1.0,2.98,False
Rennes,Angers,2:0,1.4,4.54,8.3,2022-03-06,2022-03,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.4,True
St Etienne,Metz,1:0,1.87,3.21,4.84,2022-03-06,2022-03,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.87,True
Lens,Brest,0:1,1.53,4.31,5.93,2022-03-05,2022-03,france,2022,ligue-1-2021,0.0,1.0,2,2.0,5.93,False
Nice,Paris SG,1:0,4.77,3.99,1.7,2022-03-05,2022-03,france,2022,ligue-1-2021,1.0,0.0,1,0.0,4.77,False
Lorient,Lyon,1:4,4.6,3.84,1.75,2022-03-04,2022-03,france,2022,ligue-1-2021,1.0,4.0,2,2.0,1.75,True
Angers,Lens,1:2,3.22,3.2,2.33,2022-02-27,2022-02,france,2022,ligue-1-2021,1.0,2.0,2,2.0,2.33,True
Brest,Lorient,0:1,2.2,3.28,3.44,2022-02-27,2022-02,france,2022,ligue-1-2021,0.0,1.0,2,2.0,3.44,False
Clermont,Bordeaux,1:1,1.94,3.43,4.09,2022-02-27,2022-02,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.43,False
Lyon,Lille,0:1,1.77,3.79,4.5,2022-02-27,2022-02,france,2022,ligue-1-2021,0.0,1.0,2,2.0,4.5,False
Metz,Nantes,0:0,3.02,2.92,2.66,2022-02-27,2022-02,france,2022,ligue-1-2021,0.0,0.0,N,1.0,2.92,False
Monaco,Reims,1:2,1.43,4.41,7.92,2022-02-27,2022-02,france,2022,ligue-1-2021,1.0,2.0,2,2.0,7.92,False
Troyes,Marseille,1:1,4.65,3.64,1.78,2022-02-27,2022-02,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.64,False
Paris SG,St Etienne,3:1,1.15,8.38,17.49,2022-02-26,2022-02,france,2022,ligue-1-2021,3.0,1.0,1,0.0,1.15,True
Strasbourg,Nice,0:0,2.03,3.34,3.84,2022-02-26,2022-02,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.34,False
Montpellier,Rennes,2:4,4.68,3.76,1.75,2022-02-25,2022-02,france,2022,ligue-1-2021,2.0,4.0,2,2.0,1.75,True
Bordeaux,Monaco,1:1,5.37,3.98,1.63,2022-02-20,2022-02,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.98,False
Lorient,Montpellier,0:1,2.44,3.18,3.06,2022-02-20,2022-02,france,2022,ligue-1-2021,0.0,1.0,2,2.0,3.06,False
Marseille,Clermont,0:2,1.48,4.47,6.72,2022-02-20,2022-02,france,2022,ligue-1-2021,0.0,2.0,2,2.0,6.72,False
Nice,Angers,1:0,1.81,3.46,4.79,2022-02-20,2022-02,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.81,True
Reims,Brest,1:1,2.34,3.13,3.29,2022-02-20,2022-02,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.13,False
Rennes,Troyes,4:1,1.33,5.03,10.26,2022-02-20,2022-02,france,2022,ligue-1-2021,4.0,1.0,1,0.0,1.33,True
St Etienne,Strasbourg,2:2,3.15,3.21,2.37,2022-02-20,2022-02,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.21,False
Lens,Lyon,1:1,3.04,3.54,2.27,2022-02-19,2022-02,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.54,False
Nantes,Paris SG,3:1,8.68,5.36,1.34,2022-02-19,2022-02,france,2022,ligue-1-2021,3.0,1.0,1,0.0,8.68,False
Lille,Metz,0:0,1.55,3.93,6.6,2022-02-18,2022-02,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.93,False
Angers,Strasbourg,0:1,3.14,3.19,2.38,2022-02-13,2022-02,france,2022,ligue-1-2021,0.0,1.0,2,2.0,2.38,True
Brest,Troyes,5:1,1.97,3.46,3.93,2022-02-13,2022-02,france,2022,ligue-1-2021,5.0,1.0,1,0.0,1.97,True
Clermont,St Etienne,1:2,2.42,3.17,3.12,2022-02-13,2022-02,france,2022,ligue-1-2021,1.0,2.0,2,2.0,3.12,False
Lens,Bordeaux,3:2,1.56,4.39,5.46,2022-02-13,2022-02,france,2022,ligue-1-2021,3.0,2.0,1,0.0,1.56,True
Metz,Marseille,1:2,5.36,3.89,1.65,2022-02-13,2022-02,france,2022,ligue-1-2021,1.0,2.0,2,2.0,1.65,True
Monaco,Lorient,0:0,1.37,5.04,7.97,2022-02-13,2022-02,france,2022,ligue-1-2021,0.0,0.0,N,1.0,5.04,False
Nantes,Reims,1:0,2.24,3.09,3.58,2022-02-13,2022-02,france,2022,ligue-1-2021,1.0,0.0,1,0.0,2.24,True
Lyon,Nice,2:0,1.8,3.79,4.27,2022-02-12,2022-02,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.8,True
Montpellier,Lille,0:1,3.06,3.27,2.39,2022-02-12,2022-02,france,2022,ligue-1-2021,0.0,1.0,2,2.0,2.39,True
Paris SG,Rennes,1:0,1.54,4.43,5.66,2022-02-11,2022-02,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.54,True
Lille,Paris SG,1:5,5.06,4.01,1.66,2022-02-06,2022-02,france,2022,ligue-1-2021,1.0,5.0,2,2.0,1.66,True
Lorient,Lens,2:0,3.26,3.26,2.29,2022-02-06,2022-02,france,2022,ligue-1-2021,2.0,0.0,1,0.0,3.26,False
Nice,Clermont,0:1,1.66,3.92,5.21,2022-02-06,2022-02,france,2022,ligue-1-2021,0.0,1.0,2,2.0,5.21,False
Reims,Bordeaux,5:0,1.95,3.54,3.91,2022-02-06,2022-02,france,2022,ligue-1-2021,5.0,0.0,1,0.0,1.95,True
Rennes,Brest,2:0,1.47,4.44,6.84,2022-02-06,2022-02,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.47,True
Strasbourg,Nantes,1:0,1.88,3.5,4.3,2022-02-06,2022-02,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.88,True
Troyes,Metz,0:0,2.22,3.16,3.55,2022-02-06,2022-02,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.16,False
Monaco,Lyon,2:0,2.11,3.54,3.39,2022-02-05,2022-02,france,2022,ligue-1-2021,2.0,0.0,1,0.0,2.11,True
St Etienne,Montpellier,3:1,2.37,3.25,3.1,2022-02-05,2022-02,france,2022,ligue-1-2021,3.0,1.0,1,0.0,2.37,True
Marseille,Angers,5:2,1.51,4.14,6.92,2022-02-04,2022-02,france,2022,ligue-1-2021,5.0,2.0,1,0.0,1.51,True
Lyon,Marseille,2:1,2.91,3.2,2.53,2022-02-01,2022-02,france,2022,ligue-1-2021,2.0,1.0,1,0.0,2.91,False
Angers,St Etienne,0:1,2.17,3.25,3.53,2022-01-26,2022-01,france,2022,ligue-1-2021,0.0,1.0,2,2.0,3.53,False
Angers,Troyes,2:1,2.07,3.11,4.08,2022-01-23,2022-01,france,2022,ligue-1-2021,2.0,1.0,1,0.0,2.07,True
Bordeaux,Strasbourg,4:3,4.3,3.93,1.78,2022-01-23,2022-01,france,2022,ligue-1-2021,4.0,3.0,1,0.0,4.3,False
Clermont,Rennes,2:1,4.49,3.7,1.8,2022-01-23,2022-01,france,2022,ligue-1-2021,2.0,1.0,1,0.0,4.49,False
Metz,Nice,0:2,4.97,3.59,1.76,2022-01-23,2022-01,france,2022,ligue-1-2021,0.0,2.0,2,2.0,1.76,True
Montpellier,Monaco,3:2,4.08,3.55,1.9,2022-01-23,2022-01,france,2022,ligue-1-2021,3.0,2.0,1,0.0,4.08,False
Nantes,Lorient,4:2,2.27,3.09,3.5,2022-01-23,2022-01,france,2022,ligue-1-2021,4.0,2.0,1,0.0,2.27,True
Paris SG,Reims,4:0,1.22,6.2,14.07,2022-01-23,2022-01,france,2022,ligue-1-2021,4.0,0.0,1,0.0,1.22,True
Brest,Lille,2:0,3.22,3.37,2.26,2022-01-22,2022-01,france,2022,ligue-1-2021,2.0,0.0,1,0.0,3.22,False
Lens,Marseille,0:2,2.48,3.42,2.81,2022-01-22,2022-01,france,2022,ligue-1-2021,0.0,2.0,2,2.0,2.81,False
Lyon,St Etienne,1:0,1.39,5.01,7.58,2022-01-21,2022-01,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.39,True
Lille,Lorient,3:1,1.53,4.17,6.41,2022-01-19,2022-01,france,2022,ligue-1-2021,3.0,1.0,1,0.0,1.53,True
Montpellier,Troyes,0:1,1.71,3.89,4.75,2022-01-19,2022-01,france,2022,ligue-1-2021,0.0,1.0,2,2.0,4.75,False
Clermont,Strasbourg,0:2,3.48,3.23,2.2,2022-01-19,2022-01,france,2022,ligue-1-2021,0.0,2.0,2,2.0,2.2,True
Lorient,Angers,0:0,2.16,3.2,3.61,2022-01-16,2022-01,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.2,False
Marseille,Lille,1:1,2.24,3.32,3.31,2022-01-16,2022-01,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.32,False
Monaco,Clermont,4:0,1.48,4.38,6.7,2022-01-16,2022-01,france,2022,ligue-1-2021,4.0,0.0,1,0.0,1.48,True
Reims,Metz,0:1,1.76,3.46,5.11,2022-01-16,2022-01,france,2022,ligue-1-2021,0.0,1.0,2,2.0,5.11,False
Rennes,Bordeaux,6:0,1.42,4.88,7.0,2022-01-16,2022-01,france,2022,ligue-1-2021,6.0,0.0,1,0.0,1.42,True
Strasbourg,Montpellier,3:1,2.03,3.45,3.73,2022-01-16,2022-01,france,2022,ligue-1-2021,3.0,1.0,1,0.0,2.03,True
Troyes,Lyon,0:1,4.4,3.8,1.79,2022-01-16,2022-01,france,2022,ligue-1-2021,0.0,1.0,2,2.0,1.79,True
Paris SG,Brest,2:0,1.25,6.24,10.63,2022-01-15,2022-01,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.25,True
St Etienne,Lens,1:2,4.13,3.71,1.85,2022-01-15,2022-01,france,2022,ligue-1-2021,1.0,2.0,2,2.0,1.85,True
Nice,Nantes,2:1,1.74,3.7,4.87,2022-01-14,2022-01,france,2022,ligue-1-2021,2.0,1.0,1,0.0,1.74,True
Brest,Nice,0:3,2.72,3.31,2.62,2022-01-09,2022-01,france,2022,ligue-1-2021,0.0,3.0,2,2.0,2.62,True
Clermont,Reims,0:0,2.4,3.06,3.25,2022-01-09,2022-01,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.06,False
Lyon,Paris SG,1:1,3.08,3.62,2.23,2022-01-09,2022-01,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.62,False
Metz,Strasbourg,0:2,4.74,3.82,1.73,2022-01-09,2022-01,france,2022,ligue-1-2021,0.0,2.0,2,2.0,1.73,True
Nantes,Monaco,0:0,4.0,3.33,1.99,2022-01-09,2022-01,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.33,False
Lens,Rennes,1:0,2.56,3.43,2.7,2022-01-08,2022-01,france,2022,ligue-1-2021,1.0,0.0,1,0.0,2.56,True
Bordeaux,Marseille,0:1,4.72,4.1,1.68,2022-01-07,2022-01,france,2022,ligue-1-2021,0.0,1.0,2,2.0,1.68,True
Bordeaux,Lille,2:3,3.74,3.63,1.97,2021-12-22,2021-12,france,2022,ligue-1-2021,2.0,3.0,2,2.0,1.97,True
Lorient,Paris SG,1:1,6.37,4.42,1.49,2021-12-22,2021-12,france,2022,ligue-1-2021,1.0,1.0,N,1.0,4.42,False
Lyon,Metz,1:1,1.33,5.21,9.14,2021-12-22,2021-12,france,2022,ligue-1-2021,1.0,1.0,N,1.0,5.21,False
Marseille,Reims,1:1,1.56,4.07,6.01,2021-12-22,2021-12,france,2022,ligue-1-2021,1.0,1.0,N,1.0,4.07,False
Monaco,Rennes,2:1,2.21,3.42,3.26,2021-12-22,2021-12,france,2022,ligue-1-2021,2.0,1.0,1,0.0,2.21,True
Montpellier,Angers,4:1,1.99,3.46,3.81,2021-12-22,2021-12,france,2022,ligue-1-2021,4.0,1.0,1,0.0,1.99,True
Nice,Lens,2:1,2.01,3.55,3.63,2021-12-22,2021-12,france,2022,ligue-1-2021,2.0,1.0,1,0.0,2.01,True
St Etienne,Nantes,0:1,2.45,3.13,3.05,2021-12-22,2021-12,france,2022,ligue-1-2021,0.0,1.0,2,2.0,3.05,False
Troyes,Brest,1:1,2.47,3.21,2.97,2021-12-22,2021-12,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.21,False
Angers,Clermont,0:1,2.01,3.38,3.91,2021-12-12,2021-12,france,2022,ligue-1-2021,0.0,1.0,2,2.0,3.91,False
Lille,Lyon,0:0,2.06,3.53,3.54,2021-12-12,2021-12,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.53,False
Metz,Lorient,4:1,2.39,3.12,3.2,2021-12-12,2021-12,france,2022,ligue-1-2021,4.0,1.0,1,0.0,2.39,True
Paris SG,Monaco,2:0,1.44,4.86,6.58,2021-12-12,2021-12,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.44,True
Rennes,Nice,1:2,1.89,3.59,4.07,2021-12-12,2021-12,france,2022,ligue-1-2021,1.0,2.0,2,2.0,4.07,False
Strasbourg,Marseille,0:2,2.29,3.37,3.13,2021-12-12,2021-12,france,2022,ligue-1-2021,0.0,2.0,2,2.0,3.13,False
Troyes,Bordeaux,1:2,2.17,3.47,3.31,2021-12-12,2021-12,france,2022,ligue-1-2021,1.0,2.0,2,2.0,3.31,False
Brest,Montpellier,0:4,2.16,3.46,3.35,2021-12-11,2021-12,france,2022,ligue-1-2021,0.0,4.0,2,2.0,3.35,False
Reims,St Etienne,2:0,2.24,3.17,3.44,2021-12-11,2021-12,france,2022,ligue-1-2021,2.0,0.0,1,0.0,2.24,True
Nantes,Lens,3:2,2.73,3.18,2.69,2021-12-10,2021-12,france,2022,ligue-1-2021,3.0,2.0,1,0.0,2.73,False
Bordeaux,Lyon,2:2,4.57,4.12,1.69,2021-12-05,2021-12,france,2022,ligue-1-2021,2.0,2.0,N,1.0,4.12,False
Lorient,Nantes,0:1,2.67,3.09,2.84,2021-12-05,2021-12,france,2022,ligue-1-2021,0.0,1.0,2,2.0,2.84,False
Monaco,Metz,4:0,1.38,4.87,8.28,2021-12-05,2021-12,france,2022,ligue-1-2021,4.0,0.0,1,0.0,1.38,True
Montpellier,Clermont,1:0,2.0,3.53,3.7,2021-12-05,2021-12,france,2022,ligue-1-2021,1.0,0.0,1,0.0,2.0,True
Nice,Strasbourg,0:3,1.9,3.45,4.28,2021-12-05,2021-12,france,2022,ligue-1-2021,0.0,3.0,2,2.0,4.28,False
Reims,Angers,1:2,2.25,3.01,3.63,2021-12-05,2021-12,france,2022,ligue-1-2021,1.0,2.0,2,2.0,3.63,False
St Etienne,Rennes,0:5,3.95,3.55,1.93,2021-12-05,2021-12,france,2022,ligue-1-2021,0.0,5.0,2,2.0,1.93,True
Lens,Paris SG,1:1,4.97,4.18,1.64,2021-12-04,2021-12,france,2022,ligue-1-2021,1.0,1.0,N,1.0,4.18,False
Lille,Troyes,2:1,1.55,4.02,6.33,2021-12-04,2021-12,france,2022,ligue-1-2021,2.0,1.0,1,0.0,1.55,True
Marseille,Brest,1:2,1.57,4.25,5.65,2021-12-04,2021-12,france,2022,ligue-1-2021,1.0,2.0,2,2.0,5.65,False
Angers,Monaco,1:3,3.3,3.27,2.25,2021-12-01,2021-12,france,2022,ligue-1-2021,1.0,3.0,2,2.0,2.25,True
Brest,St Etienne,1:0,2.0,3.58,3.66,2021-12-01,2021-12,france,2022,ligue-1-2021,1.0,0.0,1,0.0,2.0,True
Clermont,Lens,2:2,3.01,3.41,2.36,2021-12-01,2021-12,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.41,False
Lyon,Reims,1:2,1.5,4.33,6.46,2021-12-01,2021-12,france,2022,ligue-1-2021,1.0,2.0,2,2.0,6.46,False
Metz,Montpellier,1:3,2.66,3.23,2.74,2021-12-01,2021-12,france,2022,ligue-1-2021,1.0,3.0,2,2.0,2.74,False
Nantes,Marseille,0:1,3.09,3.25,2.37,2021-12-01,2021-12,france,2022,ligue-1-2021,0.0,1.0,2,2.0,2.37,True
Paris SG,Nice,0:0,1.38,5.14,7.46,2021-12-01,2021-12,france,2022,ligue-1-2021,0.0,0.0,N,1.0,5.14,False
Rennes,Lille,1:2,1.99,3.49,3.81,2021-12-01,2021-12,france,2022,ligue-1-2021,1.0,2.0,2,2.0,3.81,False
Strasbourg,Bordeaux,5:2,1.79,3.82,4.34,2021-12-01,2021-12,france,2022,ligue-1-2021,5.0,2.0,1,0.0,1.79,True
Troyes,Lorient,2:0,2.24,3.25,3.35,2021-12-01,2021-12,france,2022,ligue-1-2021,2.0,0.0,1,0.0,2.24,True
Bordeaux,Brest,1:2,2.26,3.41,3.18,2021-11-28,2021-11,france,2022,ligue-1-2021,1.0,2.0,2,2.0,3.18,False
Lorient,Rennes,0:2,4.86,3.79,1.72,2021-11-28,2021-11,france,2022,ligue-1-2021,0.0,2.0,2,2.0,1.72,True
Marseille,Troyes,1:0,1.42,4.67,7.44,2021-11-28,2021-11,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.42,True
Monaco,Strasbourg,1:1,1.76,3.75,4.59,2021-11-28,2021-11,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.75,False
Montpellier,Lyon,0:1,4.11,4.1,1.77,2021-11-28,2021-11,france,2022,ligue-1-2021,0.0,1.0,2,2.0,1.77,True
Reims,Clermont,1:0,2.24,3.16,3.47,2021-11-28,2021-11,france,2022,ligue-1-2021,1.0,0.0,1,0.0,2.24,True
St Etienne,Paris SG,1:3,9.54,6.18,1.27,2021-11-28,2021-11,france,2022,ligue-1-2021,1.0,3.0,2,2.0,1.27,True
Lille,Nantes,1:1,1.68,3.77,5.19,2021-11-27,2021-11,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.77,False
Nice,Metz,0:1,1.37,4.91,8.63,2021-11-27,2021-11,france,2022,ligue-1-2021,0.0,1.0,2,2.0,8.63,False
Lens,Angers,2:2,1.73,3.69,4.88,2021-11-26,2021-11,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.69,False
Angers,Lorient,1:0,1.77,3.61,4.76,2021-11-21,2021-11,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.77,True
Brest,Lens,4:0,3.46,3.44,2.12,2021-11-21,2021-11,france,2022,ligue-1-2021,4.0,0.0,1,0.0,3.46,False
Clermont,Nice,1:2,3.23,3.46,2.21,2021-11-21,2021-11,france,2022,ligue-1-2021,1.0,2.0,2,2.0,2.21,True
Metz,Bordeaux,3:3,2.29,3.25,3.22,2021-11-21,2021-11,france,2022,ligue-1-2021,3.0,3.0,N,1.0,3.25,False
Strasbourg,Reims,1:1,1.95,3.25,4.33,2021-11-21,2021-11,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.25,False
Troyes,St Etienne,0:1,2.31,3.39,3.1,2021-11-21,2021-11,france,2022,ligue-1-2021,0.0,1.0,2,2.0,3.1,False
Paris SG,Nantes,3:1,1.18,7.57,14.08,2021-11-20,2021-11,france,2022,ligue-1-2021,3.0,1.0,1,0.0,1.18,True
Rennes,Montpellier,2:0,1.45,4.66,6.74,2021-11-20,2021-11,france,2022,ligue-1-2021,2.0,0.0,1,0.0,1.45,True
Monaco,Lille,2:2,2.03,3.3,3.94,2021-11-19,2021-11,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.3,False
Lorient,Brest,1:2,2.48,3.24,2.93,2021-11-07,2021-11,france,2022,ligue-1-2021,1.0,2.0,2,2.0,2.93,False
Marseille,Metz,0:0,1.39,4.86,7.81,2021-11-07,2021-11,france,2022,ligue-1-2021,0.0,0.0,N,1.0,4.86,False
Nantes,Strasbourg,2:2,2.55,3.1,2.97,2021-11-07,2021-11,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.1,False
Nice,Montpellier,0:1,1.49,4.47,6.25,2021-11-07,2021-11,france,2022,ligue-1-2021,0.0,1.0,2,2.0,6.25,False
Reims,Monaco,0:0,4.34,3.34,1.92,2021-11-07,2021-11,france,2022,ligue-1-2021,0.0,0.0,N,1.0,3.34,False
Rennes,Lyon,4:1,2.57,3.51,2.65,2021-11-07,2021-11,france,2022,ligue-1-2021,4.0,1.0,1,0.0,2.57,True
St Etienne,Clermont,3:2,2.45,3.34,2.91,2021-11-07,2021-11,france,2022,ligue-1-2021,3.0,2.0,1,0.0,2.45,True
Bordeaux,Paris SG,2:3,9.9,6.21,1.26,2021-11-06,2021-11,france,2022,ligue-1-2021,2.0,3.0,2,2.0,1.26,True
Lille,Angers,1:1,1.6,3.91,5.82,2021-11-06,2021-11,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.91,False
Lens,Troyes,4:0,1.61,4.01,5.51,2021-11-05,2021-11,france,2022,ligue-1-2021,4.0,0.0,1,0.0,1.61,True
Angers,Nice,1:2,3.1,3.22,2.39,2021-10-31,2021-10,france,2022,ligue-1-2021,1.0,2.0,2,2.0,2.39,True
Bordeaux,Reims,3:2,2.6,3.14,2.87,2021-10-31,2021-10,france,2022,ligue-1-2021,3.0,2.0,1,0.0,2.6,True
Brest,Monaco,2:0,4.32,3.76,1.8,2021-10-31,2021-10,france,2022,ligue-1-2021,2.0,0.0,1,0.0,4.32,False
Clermont,Marseille,0:1,3.45,3.55,2.08,2021-10-31,2021-10,france,2022,ligue-1-2021,0.0,1.0,2,2.0,2.08,True
Montpellier,Nantes,2:0,2.2,3.36,3.33,2021-10-31,2021-10,france,2022,ligue-1-2021,2.0,0.0,1,0.0,2.2,True
Strasbourg,Lorient,4:0,1.86,3.51,4.34,2021-10-31,2021-10,france,2022,ligue-1-2021,4.0,0.0,1,0.0,1.86,True
Troyes,Rennes,2:2,4.01,3.57,1.92,2021-10-31,2021-10,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.57,False
Lyon,Lens,2:1,1.55,4.44,5.54,2021-10-30,2021-10,france,2022,ligue-1-2021,2.0,1.0,1,0.0,1.55,True
Metz,St Etienne,1:1,2.65,3.27,2.7,2021-10-30,2021-10,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.27,False
Paris SG,Lille,2:1,1.36,5.03,8.43,2021-10-29,2021-10,france,2022,ligue-1-2021,2.0,1.0,1,0.0,1.36,True
Nice,Marseille,1:1,2.91,3.18,2.53,2021-10-27,2021-10,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.18,False
Lens,Metz,4:1,1.43,4.47,7.64,2021-10-24,2021-10,france,2022,ligue-1-2021,4.0,1.0,1,0.0,1.43,True
Lorient,Bordeaux,1:1,2.16,3.27,3.54,2021-10-24,2021-10,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.27,False
Marseille,Paris SG,0:0,5.46,4.58,1.54,2021-10-24,2021-10,france,2022,ligue-1-2021,0.0,0.0,N,1.0,4.58,False
Monaco,Montpellier,3:1,1.45,4.69,6.73,2021-10-24,2021-10,france,2022,ligue-1-2021,3.0,1.0,1,0.0,1.45,True
Nice,Lyon,3:2,2.9,3.53,2.37,2021-10-24,2021-10,france,2022,ligue-1-2021,3.0,2.0,1,0.0,2.9,False
Reims,Troyes,1:2,2.35,2.98,3.45,2021-10-24,2021-10,france,2022,ligue-1-2021,1.0,2.0,2,2.0,3.45,False
Rennes,Strasbourg,1:0,1.65,3.78,5.54,2021-10-24,2021-10,france,2022,ligue-1-2021,1.0,0.0,1,0.0,1.65,True
Lille,Brest,1:1,1.47,4.32,7.05,2021-10-23,2021-10,france,2022,ligue-1-2021,1.0,1.0,N,1.0,4.32,False
Nantes,Clermont,2:1,2.21,3.34,3.35,2021-10-23,2021-10,france,2022,ligue-1-2021,2.0,1.0,1,0.0,2.21,True
St Etienne,Angers,2:2,3.06,3.3,2.37,2021-10-22,2021-10,france,2022,ligue-1-2021,2.0,2.0,N,1.0,3.3,False
Bordeaux,Nantes,1:1,2.68,3.2,2.73,2021-10-17,2021-10,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.2,False
Brest,Reims,1:1,2.25,3.17,3.44,2021-10-17,2021-10,france,2022,ligue-1-2021,1.0,1.0,N,1.0,3.17,False
Marseille,Lorient,4:1,1.54,4.17,6.04,2021-10-17,2021-10,france,2022,ligue-1-2021,4.0,1.0,1,0.0,1.54,True
Metz,Rennes,0:3,5.26,3.95,1.64,2021-10-17,2021-10,france,2022,ligue-1-2021,0.0,3.0,2,2.0,1.64,True
